AOID,Label
J1.1NP.103,103-chodba
J1.1NP.104,104-WC
J1.1NP.105,105-úklid
J1.1NP.106,106-WC
J1.1NP.107,107-WC
J1.1NP.108,108-chodba
J1.1NP.109,109-schody
J1.1NP.110,110-sklad
J1.1NP.111,111-sklad
J1.1NP.112,112-dílna
J1.1NP.113,113-dílna
J1.1NP.114,114-dílna
J1.1NP.115,115-dílna
J1.1NP.116,116-dílna
J1.1NP.117,117-dílna
J1.1NP.118,118-sociální zázemí
J1.1NP.119,119-WC
J1.1NP.120,120-výrobní prostory
J1.1NP.121,121-dílna
J1.1NP.122,122-dílna
J1.1NP.124,124-dílna
J1.1NP.126,126-kancelář
J1.1NP.126A,126A-kancelář
J1.1NP.127,127-dílna
J1.1NP.127A,127A-WC
J1.1PP.001,001-schody
J1.1PP.002,002-sklad
J1.1PP.003,003-chodba
J1.1PP.004,004-sklad
J1.1PP.005,005-výrobní prostory
J1.2NP.201,201-chodba
J1.2NP.201A,201A-chodba
J1.2NP.202,202-sociální zázemí
J1.2NP.203,203-WC
J1.2NP.204,204-WC
J1.2NP.205,205-chodba
J1.2NP.206,206-sklad
J1.2NP.207,207-kancelář
J2.1NP.101,101-sklad
J3.1NP.101,101-sklad
J4.1NP.001,001-sklad
J5.1NP.102,102-sklad
J5.1NP.103,103-kancelář
J5.1NP.104,104-chodba
J5.1NP.105,105-chodba
J5.1NP.106,106-kuchyňka
J5.1NP.107,107-WC
J5.1NP.108,108-WC
J5.1NP.109,109-úklid
J5.1NP.110,110-dílna
J5.1NP.113,113-umývárna
J5.1NP.114,114-sklad
J5.1NP.115,115-sklad
J5.1NP.116,116-sklad
J5.1NP.117,117-kotelna
J5.1NP.118,118-sklad
J5.1NP.119,119-sklad
J5.2NP.201,201-chodba
J5.2NP.202,202-chodba
J5.2NP.203,203-kancelář
J5.2NP.204,204-kancelář
J5.2NP.205,205-WC
J5.2NP.206,206-WC
J5.2NP.207,207-sprchy
J5.2NP.209,209-chodba
J5.2NP.210,210-kancelář
J5.2NP.212,212-dílna
J5.2NP.213,213-kancelář
J5.2NP.214,214-sklad
J5.2NP.215,215-kancelář
J5.2NP.216,216-sklad
J5.2NP.217,217-kuchyňka
J5.2NP.218,218-WC
J5.2NP.219,219-WC
J5.2NP.223,223-schody
J5.2NP.224,224-kancelář
J5.2NP.225,225-chodba
J5.2NP.226,226-chodba
J5.2NP.227,227-kancelář
J5.2NP.228,228-kuchyňka
J5.2NP.229,229-kancelář
J5.2NP.230,230-kancelář
J5.2NP.231,231-kancelář
J5.2NP.232,232-sklad
J6.1NP.101,101-chodba
J6.1NP.102,102-sklad
J6.1NP.103,103-kancelář
J6.1NP.104,104-WC
J6.1NP.105,105-chodba
J6.1NP.106,106-sklad
J6.1NP.107,107-kancelář
J6.1NP.108,108-WC
J6.2NP.200,200-chodba
J6.2NP.201,201-kancelář
J6.2NP.202,202-WC
J6.2NP.203,203-sklad
J6.2NP.204,204-sklad
J6.2NP.204A,204A-sklad
J6.2NP.205,205-chodba
J6.2NP.206,206-kancelář
J6.2NP.207,207-WC
J6.2NP.208,208-sklad
J6.2NP.209,209-sklad
J6.2NP.209A,209A-sklad
J6.2NP.209B,209B-sklad
J6.2NP.210,210-dílna
J7.1NP.101,101-sklad
J8.1NP.101,101-sklad
J8.1NP.102,102 - sklad
JA.1NP.101,101 - plechová garáž
JB.1NP.101,101-sklad
19.1NP.101,101-kancelář
19.1NP.102,102-kuchyň
19.1NP.103,103-wc
20.1NP.001,001-výrobní prostory
20.1NP.002,002-výrobní prostory
20.1NP.003,003-výrobní prostory
20.1NP.004,004-výrobní prostory
20.1NP.005,005-dílna
20.1NP.006,006-sociální zázemí
20.1NP.007,007-chodba
21.1NP.101,101-sklad
21.1NP.102,102-sklad
M1.1NP.100,100-kancelář
M1.1NP.101,101-chodba
M1.1NP.102,102-chodba
M1.1NP.102A,102A-schody
M1.1NP.103,103- telef.ústředna
M1.1NP.104,104-kancelář
M1.1NP.105,105-kancelář
M1.1NP.106,106-sociální zázemí
M1.1NP.106A,106A-WC
M1.1NP.107,107-sklad
M1.1NP.108,108-chodba
M1.1NP.109,109-WC
M1.1NP.110,110-kancelář
M1.1NP.111,111-kancelář
M1.1NP.112,112-kancelář
M1.1PP.001,001-chodba
M1.1PP.002,002-chodba
M1.1PP.003,003-sklad
M1.1PP.004,004-sklad
M1.1PP.005,005-sklad
M1.1PP.006,006-sklad
M1.1PP.007,007-sklad
M1.1PP.008,008-sklad
M1.1PP.009,009-kotelna
M1.1PP.010,010-sklad
M1.1PP.010A,010A-sklad
M1.1PP.010B,010B-sklad
M1.2NP.200,200-schody
M1.2NP.201,201-kancelář
M1.2NP.202,202-kancelář
M1.2NP.203,203-kancelář
M1.2NP.204,204-WC
M1.2NP.206A,206A-chodba
M1.2NP.206B,206B-sociální zázemí
M1.2NP.207,207-WC
M1.2NP.208,208-kancelář
M1.2NP.209,209-kancelář
M1.2NP.210,210-kancelář
M1.3NP.300,300-schody
M1.3NP.301,301-kancelář
M1.3NP.302,302-kancelář
M1.3NP.303,303-kancelář
M1.3NP.304,304-WC
M1.3NP.306,306-chodba
M1.3NP.307,307-WC
M1.3NP.308,308-kancelář
M1.3NP.309,309-kancelář
M1.3NP.310,310-kancelář
M1.4NP.400,400-sociální zázemí
M1.4NP.401,401-kancelář
M1.4NP.402,402-sociální zázemí
M1.4NP.403,403-umývárna
M1.4NP.403A,403A-WC
M1.4NP.404,404-kancelář
M1.4NP.405,405-kancelář
M1.4NP.406,406-sklad
M1.4NP.407,407-sklad
M1.4NP.408,408-schody
M2.1NP.100,100-chodba
M2.1NP.101,101-schody
M2.1NP.102,102-kuchyň
M2.1NP.103,103-kuchyň
M2.1NP.104,104-kuchyň
M2.1NP.105,105-jídelna
M2.1NP.106,106-chodba
M2.1NP.106A,106A-chodba
M2.1NP.107,107-kancelář
M2.1NP.108,108-chodba
M2.1NP.109,109-sociální zázemí
M2.1NP.110,110-WC
M2.1NP.111,111-úklid
M2.1NP.112,112-sklad
M2.1NP.113,113-sklad
M2.1NP.114,114-schody
M2.1NP.115,115-chodba
M2.1NP.116,116-sociální zázemí
M2.1NP.117,117-kancelář
M2.1NP.118,118-kancelář
M2.1PP.001,001-chodba
M2.1PP.002,002-chodba
M2.1PP.003,003-kotelna M2
M2.1PP.004,004-sklad
M2.1PP.005,005-chodba
M2.1PP.005A,005A-chodba
M2.1PP.005B,005B-sklad
M2.1PP.006,006-sklad
M2.1PP.007,007-sklad
M2.1PP.008,008-sklad
M2.1PP.009,009-sklad
M2.1PP.010,010-sklad
M2.1PP.011,011-sklad
M2.1PP.013,013-chodba
M2.1PP.014,014-schody
M2.1PP.015,015-sklad
M2.1PP.016,016-sklad
M2.1PP.017,017-sklad
M2.1PP.018,018-sklad
M2.1PP.019,019-schody
M2.1PP.020,020-sklad
M2.2NP.200,200-schody
M2.2NP.201,201-chodba
M2.2NP.202,202-sociální zázemí
M2.2NP.202A,202A-chodba
M2.2NP.202B,202B-sklad
M2.2NP.203,203-kancelář
M2.2NP.204,204-kancelář
M2.2NP.205,205-kancelář
M2.2NP.206,206-kancelář
M2.2NP.207,207-kancelář
M2.2NP.208,208-WC
M2.2NP.209,209-WC
M2.2NP.210,210-kancelář
M2.2NP.211,211-kancelář
M2.3NP.300,300-schody
M2.3NP.300A,300A-úklid
M2.3NP.301,301-chodba
M2.3NP.302,302-kuchyň
M2.3NP.302A,302A-chodba
M2.3NP.303,303-kancelář
M2.3NP.304,304-kancelář
M2.3NP.305,305-kancelář
M2.3NP.306,306-kancelář
M2.3NP.307,307-kancelář
M2.3NP.308,308-WC
M2.3NP.309,309-WC
M2.3NP.310,310-kancelář
M2.3NP.311,311-kancelář
M4.1NP.001,001-kancelář
M4.1NP.002,002-kancelář
M4.1NP.004,004-WC
M4.1NP.005,005-chodba
M4.1NP.006,006-výrobní prostory
M4.1NP.007,007-kancelář
M4.1NP.008,008-kancelář
M4.1NP.009,009-chodba
M4.1NP.009A,009A-chodba
M4.1NP.010,010-kancelář
M4.1NP.011,011-kancelář
M4.1NP.012,012-sklad
M4.1NP.013,013-chodba
M4.1NP.013A,013A-chodba
M4.1NP.013B,013B-chodba
M4.1NP.014,014-úklid
M4.1NP.016,016-sklad
M4.1NP.017,017-dílna
M4.1NP.018,018-výrobní prostory
M4.1NP.019,019-sklad
M4.1NP.019A,019A-sklad
M4.1NP.020,020-sklad
M4.1NP.020A,020A-sklad
M4.1NP.021,021-schody
M4.1NP.022,022-sklad
M4.1NP.023,023-výrobní prostory
M4.1NP.024,024-sklad
M4.1NP.025,025-sklad
M4.1NP.026,026-sklad
M4.1NP.026A,026A-sklad
M4.1NP.027,027-sklad
M4.1NP.027A,027A-sklad
M4.1NP.027B,027B-sklad
M4.1NP.028,028-chodba
M4.1NP.028A,028A-sklad
M4.1NP.029,029-WC
M4.1NP.030,030-WC ženy
M4.1NP.031,031-WC
M4.1NP.032,032-WC muži
M4.1NP.033,033-sklad
M4.1NP.033A,033A-sklad
M4.1NP.034,034-chodba
M4.1NP.036,036-kuchyň
M4.1NP.036A,036A-WC
M4.1NP.036B,036B-WC
M4.1NP.036C,036C-WC
M4.1NP.037,037-chodba
M4.1NP.037A,037A-kancelář
M4.1NP.038,038-kancelář
M4.1NP.039,039-chodba
M4.1NP.039A,039A-kancelář
M4.1NP.039B,039B-kancelář
M4.1NP.039C,039C-kancelář
M4.1NP.040,040-výrobní prostory
M4.1NP.041,041-výrobní prostory
M4.1NP.042,042-výrobní prostory
M4.1NP.043,043-sklad
M4.1NP.044,044-chodba
M4.1NP.045,045-ateliér
M4.1NP.047,047-chodba
M4.1NP.049,049-chodba
M4.1NP.050,050-ateliér
M4.1NP.051,051-výrobní prostory
M4.1NP.052,052-výrobní prostory
M4.1NP.053,053-výrobní prostory
M4.1NP.054,054-chodba
M4.1NP.055,055-sklad
M4.1NP.056,056-sklad
M4.1NP.057,057-schody
M4.1NP.15,15-WC
M4.2NP.100,100-schody
M4.2NP.101,101-kancelář
M4.2NP.103,103-WC
M4.2NP.104,104-sociální zázemí
M4.2NP.105,105-chodba
M4.2NP.106,106-chodba
M4.2NP.107,107-kancelář
M4.2NP.108,108-kancelář
M4.2NP.109,109-kancelář
M4.2NP.110,110-fotoateliér
M4.2NP.111,111-sklad
M4.2NP.112,112-sklad
M4.2NP.113,113-chodba
M4.2NP.114,114-WC
M4.2NP.115,115-sklad
M4.2NP.116,116-WC
M4.2NP.117,117-chodba
M4.2NP.118,118-kancelář
M4.2NP.119,119-kancelář
M4.2NP.120,120-kancelář
M4.2NP.121,121-sociální zázemí
M4.2NP.122,122-schody
M4.2NP.123,123-chodba
M4.2NP.124,124-chodba
M4.2NP.124A,124A-kuchyň
M4.2NP.125,125-kancelář
M4.2NP.126,126-kancelář
M4.2NP.127,127-kancelář
M4.2NP.128,128-chodba
M4.2NP.128A,128A-chodba
M4.2NP.129,129-kancelář
M4.2NP.130,130-chodba
M4.2NP.130A,130A-sklad
M4.2NP.132,132-kancelář
M4.2NP.133,133-136 - horní WC
M4.2NP.134,134-WC
M4.2NP.135,135-WC
M4.2NP.136,136-WC
M4.2NP.137,137-chodba
M4.2NP.138,138-sociální zázemí
M4.2NP.139,139-WC
M4.2NP.140,140-chodba
M4.2NP.141,141-kancelář
M4.2NP.142,142-kancelář
M4.2NP.144,144-schody
M4.2NP.145,145-chodba
M4.3NP.200,200-schody
M4.3NP.201,201-WC
M4.3NP.202,202-chodba
M4.3NP.203,203-sklad
M4.3NP.204,204-kancelář
M4.3NP.205,205-chodba
M4.3NP.206,206-kancelář
M4.3NP.207,207-kancelář
M4.3NP.208,208-kancelář
M4.3NP.209,209-kancelář
M4.3NP.210,210-sociální zázemí
M4.3NP.211,211-kancelář
M4.3NP.212,212-kancelář
M5.1NP.A1,A1-kancelář
M5.1NP.A10,A10-kancelář
M5.1NP.A11,A11-kancelář
M5.1NP.A12,A12-jídelna
M5.1NP.A12A,A12A-sklad
M5.1NP.A12B,A12B-server
M5.1NP.A2,A2-kancelář
M5.1NP.A3,A3-kancelář
M5.1NP.A4,A4-kancelář
M5.1NP.A5,A5-kancelář
M5.1NP.A6,A6-kancelář
M5.1NP.A7,A7-chodba
M5.1NP.A7A,A7A-chodba
M5.1NP.A8,A8-chodba
M5.1NP.A8A,A8A-kancelář
M5.1NP.A9,A9-chodba
M5.1NP.B1,B1-kancelář
M5.1NP.B10,B10-kancelář
M5.1NP.B11,B11-kancelář
M5.1NP.B12,B12-kancelář
M5.1NP.B13,B13-kancelář
M5.1NP.B2,B2-kancelář
M5.1NP.B3,B3-kancelář
M5.1NP.B4,B4-kancelář
M5.1NP.B5,B5-kancelář
M5.1NP.B6,B6-kancelář
M5.1NP.B7,B7-kancelář
M5.1NP.B7A,B7A-kotelna M5
M5.1NP.B9,B9-kancelář
M5.1NP.B9A,B9A-kancelář
M5.1NP.C1,C1-chodba
M5.1NP.C2,C2-chodba
M5.1NP.C3,C3-WC
M5.1NP.C4,C4-WC
M5.1NP.C5,C5-sklad
M5.2NP.C11,C11-chodba
M5.2NP.C12,C12-rozvodna M5 a M6
M5.2NP.C13,C13-kancelář
M6.1NP.01,01-ateliér
M6.1NP.02,02-ateliér
M6.1NP.03,03-chodba
M6.1NP.04,04-sklad
M6.1NP.05,05-sklad
M6.1NP.06,06-chodba
M6.1NP.07,07-schody
M6.1NP.08,08-chodba
M6.1NP.08A,08A-sklad
M6.1NP.09,09-chodba
M6.1NP.09A,09A-sklad
M6.1NP.10,10-sklad
M6.1NP.11,11-chodba
M6.1NP.12,12-sklad
M6.1NP.13,13-sklad
M6.1NP.14,14-sklad
M6.1NP.14A,14A-sklad
M6.1NP.14B,14B-sklad
M6.1NP.15,15-sklad
M6.1NP.16,16-sklad
M6.1NP.17,17-sociální zázemí
M6.1NP.18,18-sklad
M6.1NP.19,19-chodba
M6.1NP.20,20-sklad
M6.2NP.100,100-schody
M6.2NP.101,101-chodba
M6.2NP.102,102-WC
M6.2NP.102A,102A-WC
M6.2NP.103,103-WC
M6.2NP.104,104-sociální zázemí
M6.2NP.105,105-WC
M6.2NP.106,106-WC
M6.2NP.107,107-WC
M6.2NP.108,108-sociální zázemí
M6.2NP.109,109-sklad
M6.2NP.110,110-chodba
M6.2NP.110A,110A-sklad
M6.2NP.111,111-sklad
M6.2NP.112,112-sklad
M6.2NP.113,113-sklad
M6.3NP.200,200-schody
M6.3NP.201,201-sklad
M6.3NP.202,202-kancelář
M6.3NP.203,203-kancelář
M6.3NP.204,202 - kancelář
M6.3NP.205,205-kancelář
N7.1NP.100,100-chodba
N7.1NP.101,101-kancelář
N7.1NP.102,102-kancelář
N7.1NP.103,103-garáž
N7.1NP.104,104-chodba
N7.1NP.105,105-sociální zázemí
N7.1NP.106,106-sklad
N7.1NP.107,107-garáž
N7.1NP.108,108-sklad
N7.1NP.109,109-sklad
P2.1NP.101,101-sklad
P2.1NP.102,102-sklad
P2.1NP.103,103-sklad
P2.1NP.104,104-sklad
P2.1NP.105,105-sklad
P2.1NP.106,106-sklad
P2.1NP.107,107-sklad
P3.1NP.101,101-garáž
P5.1NP.001,001-sklad
P5.1NP.002,002-sklad
